Total Lead,inGoogle Ads,inMeta Ads,inSEO,inSosmed,Google,Meta,SEO,Sosmed,"Google, Meta","Google, SEO","Google, Sosmed","Meta, SEO","Meta, Sosmed","SEO, Sosmed","Meta, SEO, Sosmed","Google, SEO, Sosmed","Google, Meta, Sosmed","Google, Meta, SEO",All Four
"54,307","4,621","27,287","1,247","6,534","3,553","25,895",539,"6,023",695,327,25,287,398,67,6,15,0,6,0
